"","date","hour","sessions"
"1849",2017-03-19,"00",0
"1850",2017-03-19,"01",0
"1851",2017-03-19,"02",0
"1852",2017-03-19,"03",0
"1853",2017-03-19,"04",0
"1854",2017-03-19,"05",0
"1855",2017-03-19,"06",0
"1856",2017-03-19,"07",0
"1857",2017-03-19,"08",0
"1858",2017-03-19,"09",0
"1859",2017-03-19,"10",0
"1860",2017-03-19,"11",0
"1861",2017-03-19,"12",0
"1862",2017-03-19,"13",0
"1863",2017-03-19,"14",0
"1864",2017-03-19,"15",0
"1865",2017-03-19,"16",0
"1866",2017-03-19,"17",0
"1867",2017-03-19,"18",0
"1868",2017-03-19,"19",0
"1869",2017-03-19,"20",0
"1870",2017-03-19,"21",0
"1871",2017-03-19,"22",0
"1872",2017-03-19,"23",0
"1873",2017-03-20,"00",0
"1874",2017-03-20,"01",0
"1875",2017-03-20,"02",0
"1876",2017-03-20,"03",0
"1877",2017-03-20,"04",0
"1878",2017-03-20,"05",0
"1879",2017-03-20,"06",0
"1880",2017-03-20,"07",0
"1881",2017-03-20,"08",0
"1882",2017-03-20,"09",0
"1883",2017-03-20,"10",0
"1884",2017-03-20,"11",0
"1885",2017-03-20,"12",0
"1886",2017-03-20,"13",0
"1887",2017-03-20,"14",0
"1888",2017-03-20,"15",0
"1889",2017-03-20,"16",0
"1890",2017-03-20,"17",0
"1891",2017-03-20,"18",0
"1892",2017-03-20,"19",0
"1893",2017-03-20,"20",0
"1894",2017-03-20,"21",0
"1895",2017-03-20,"22",0
"1896",2017-03-20,"23",0
"1897",2017-03-21,"00",0
"1898",2017-03-21,"01",0
"1899",2017-03-21,"02",0
"1900",2017-03-21,"03",0
"1901",2017-03-21,"04",0
"1902",2017-03-21,"05",0
"1903",2017-03-21,"06",0
"1904",2017-03-21,"07",0
"1905",2017-03-21,"08",0
"1906",2017-03-21,"09",0
"1907",2017-03-21,"10",0
"1908",2017-03-21,"11",0
"1909",2017-03-21,"12",0
"1910",2017-03-21,"13",0
"1911",2017-03-21,"14",0
"1912",2017-03-21,"15",0
"1913",2017-03-21,"16",0
"1914",2017-03-21,"17",0
"1915",2017-03-21,"18",0
"1916",2017-03-21,"19",0
"1917",2017-03-21,"20",0
"1918",2017-03-21,"21",0
"1919",2017-03-21,"22",0
"1920",2017-03-21,"23",0
"1921",2017-03-22,"00",0
"1922",2017-03-22,"01",0
"1923",2017-03-22,"02",0
"1924",2017-03-22,"03",0
"1925",2017-03-22,"04",0
"1926",2017-03-22,"05",0
"1927",2017-03-22,"06",0
"1928",2017-03-22,"07",0
"1929",2017-03-22,"08",0
"1930",2017-03-22,"09",0
"1931",2017-03-22,"10",0
"1932",2017-03-22,"11",0
"1933",2017-03-22,"12",0
"1934",2017-03-22,"13",0
"1935",2017-03-22,"14",0
"1936",2017-03-22,"15",0
"1937",2017-03-22,"16",0
"1938",2017-03-22,"17",0
"1939",2017-03-22,"18",0
"1940",2017-03-22,"19",0
"1941",2017-03-22,"20",0
"1942",2017-03-22,"21",0
"1943",2017-03-22,"22",0
"1944",2017-03-22,"23",0
"1945",2017-03-23,"00",0
"1946",2017-03-23,"01",0
"1947",2017-03-23,"02",0
"1948",2017-03-23,"03",0
"1949",2017-03-23,"04",0
"1950",2017-03-23,"05",0
"1951",2017-03-23,"06",0
"1952",2017-03-23,"07",0
"1953",2017-03-23,"08",0
"1954",2017-03-23,"09",0
"1955",2017-03-23,"10",0
"1956",2017-03-23,"11",0
"1957",2017-03-23,"12",0
"1958",2017-03-23,"13",0
"1959",2017-03-23,"14",0
"1960",2017-03-23,"15",0
"1961",2017-03-23,"16",0
"1962",2017-03-23,"17",0
"1963",2017-03-23,"18",0
"1964",2017-03-23,"19",0
"1965",2017-03-23,"20",0
"1966",2017-03-23,"21",0
"1967",2017-03-23,"22",0
"1968",2017-03-23,"23",0
"1969",2017-03-24,"00",0
"1970",2017-03-24,"01",0
"1971",2017-03-24,"02",0
"1972",2017-03-24,"03",0
"1973",2017-03-24,"04",0
"1974",2017-03-24,"05",0
"1975",2017-03-24,"06",0
"1976",2017-03-24,"07",0
"1977",2017-03-24,"08",0
"1978",2017-03-24,"09",0
"1979",2017-03-24,"10",0
"1980",2017-03-24,"11",0
"1981",2017-03-24,"12",0
"1982",2017-03-24,"13",0
"1983",2017-03-24,"14",0
"1984",2017-03-24,"15",0
"1985",2017-03-24,"16",0
"1986",2017-03-24,"17",0
"1987",2017-03-24,"18",0
"1988",2017-03-24,"19",0
"1989",2017-03-24,"20",0
"1990",2017-03-24,"21",0
"1991",2017-03-24,"22",0
"1992",2017-03-24,"23",0
"1993",2017-03-25,"00",0
"1994",2017-03-25,"01",0
"1995",2017-03-25,"02",0
"1996",2017-03-25,"03",0
"1997",2017-03-25,"04",0
"1998",2017-03-25,"05",0
"1999",2017-03-25,"06",0
"2000",2017-03-25,"07",0
"2001",2017-03-25,"08",0
"2002",2017-03-25,"09",0
"2003",2017-03-25,"10",0
"2004",2017-03-25,"11",0
"2005",2017-03-25,"12",0
"2006",2017-03-25,"13",0
"2007",2017-03-25,"14",0
"2008",2017-03-25,"15",0
"2009",2017-03-25,"16",0
"2010",2017-03-25,"17",0
"2011",2017-03-25,"18",0
"2012",2017-03-25,"19",0
"2013",2017-03-25,"20",0
"2014",2017-03-25,"21",0
"2015",2017-03-25,"22",0
"2016",2017-03-25,"23",0
"2017",2017-03-26,"00",0
"2018",2017-03-26,"01",0
"2019",2017-03-26,"02",0
"2020",2017-03-26,"03",0
"2021",2017-03-26,"04",0
"2022",2017-03-26,"05",0
"2023",2017-03-26,"06",0
"2024",2017-03-26,"07",0
"2025",2017-03-26,"08",0
"2026",2017-03-26,"09",0
"2027",2017-03-26,"10",0
"2028",2017-03-26,"11",0
"2029",2017-03-26,"12",0
"2030",2017-03-26,"13",0
"2031",2017-03-26,"14",0
"2032",2017-03-26,"15",0
"2033",2017-03-26,"16",0
"2034",2017-03-26,"17",0
"2035",2017-03-26,"18",0
"2036",2017-03-26,"19",0
"2037",2017-03-26,"20",0
"2038",2017-03-26,"21",0
"2039",2017-03-26,"22",0
"2040",2017-03-26,"23",0
"2041",2017-03-27,"00",0
"2042",2017-03-27,"01",0
"2043",2017-03-27,"02",0
"2044",2017-03-27,"03",0
"2045",2017-03-27,"04",0
"2046",2017-03-27,"05",0
"2047",2017-03-27,"06",0
"2048",2017-03-27,"07",0
"2049",2017-03-27,"08",0
"2050",2017-03-27,"09",0
"2051",2017-03-27,"10",0
"2052",2017-03-27,"11",0
"2053",2017-03-27,"12",0
"2054",2017-03-27,"13",0
"2055",2017-03-27,"14",0
"2056",2017-03-27,"15",0
"2057",2017-03-27,"16",0
"2058",2017-03-27,"17",0
"2059",2017-03-27,"18",0
"2060",2017-03-27,"19",0
"2061",2017-03-27,"20",0
"2062",2017-03-27,"21",0
"2063",2017-03-27,"22",0
"2064",2017-03-27,"23",0
"2065",2017-03-28,"00",0
"2066",2017-03-28,"01",0
"2067",2017-03-28,"02",0
"2068",2017-03-28,"03",0
"2069",2017-03-28,"04",0
"2070",2017-03-28,"05",0
"2071",2017-03-28,"06",0
"2072",2017-03-28,"07",0
"2073",2017-03-28,"08",0
"2074",2017-03-28,"09",0
"2075",2017-03-28,"10",0
"2076",2017-03-28,"11",0
"2077",2017-03-28,"12",0
"2078",2017-03-28,"13",0
"2079",2017-03-28,"14",0
"2080",2017-03-28,"15",0
"2081",2017-03-28,"16",0
"2082",2017-03-28,"17",0
"2083",2017-03-28,"18",0
"2084",2017-03-28,"19",0
"2085",2017-03-28,"20",0
"2086",2017-03-28,"21",0
"2087",2017-03-28,"22",0
"2088",2017-03-28,"23",0
"2089",2017-03-29,"00",0
"2090",2017-03-29,"01",0
"2091",2017-03-29,"02",0
"2092",2017-03-29,"03",0
"2093",2017-03-29,"04",0
"2094",2017-03-29,"05",0
"2095",2017-03-29,"06",0
"2096",2017-03-29,"07",0
"2097",2017-03-29,"08",0
"2098",2017-03-29,"09",0
"2099",2017-03-29,"10",0
"2100",2017-03-29,"11",0
"2101",2017-03-29,"12",0
"2102",2017-03-29,"13",0
"2103",2017-03-29,"14",0
"2104",2017-03-29,"15",0
"2105",2017-03-29,"16",0
"2106",2017-03-29,"17",0
"2107",2017-03-29,"18",0
"2108",2017-03-29,"19",0
"2109",2017-03-29,"20",0
"2110",2017-03-29,"21",0
"2111",2017-03-29,"22",0
"2112",2017-03-29,"23",0
"2113",2017-03-30,"00",0
"2114",2017-03-30,"01",0
"2115",2017-03-30,"02",0
"2116",2017-03-30,"03",0
"2117",2017-03-30,"04",0
"2118",2017-03-30,"05",0
"2119",2017-03-30,"06",0
"2120",2017-03-30,"07",0
"2121",2017-03-30,"08",0
"2122",2017-03-30,"09",0
"2123",2017-03-30,"10",0
"2124",2017-03-30,"11",0
"2125",2017-03-30,"12",0
"2126",2017-03-30,"13",0
"2127",2017-03-30,"14",0
"2128",2017-03-30,"15",0
"2129",2017-03-30,"16",0
"2130",2017-03-30,"17",0
"2131",2017-03-30,"18",0
"2132",2017-03-30,"19",0
"2133",2017-03-30,"20",0
"2134",2017-03-30,"21",0
"2135",2017-03-30,"22",0
"2136",2017-03-30,"23",0
"2137",2017-03-31,"00",0
"2138",2017-03-31,"01",0
"2139",2017-03-31,"02",0
"2140",2017-03-31,"03",0
"2141",2017-03-31,"04",0
"2142",2017-03-31,"05",0
"2143",2017-03-31,"06",0
"2144",2017-03-31,"07",0
"2145",2017-03-31,"08",0
"2146",2017-03-31,"09",0
"2147",2017-03-31,"10",0
"2148",2017-03-31,"11",0
"2149",2017-03-31,"12",0
"2150",2017-03-31,"13",0
"2151",2017-03-31,"14",0
"2152",2017-03-31,"15",0
"2153",2017-03-31,"16",0
"2154",2017-03-31,"17",0
"2155",2017-03-31,"18",0
"2156",2017-03-31,"19",0
"2157",2017-03-31,"20",0
"2158",2017-03-31,"21",0
"2159",2017-03-31,"22",0
"2160",2017-03-31,"23",0
"2161",2017-04-01,"00",0
"2162",2017-04-01,"01",0
"2163",2017-04-01,"02",0
"2164",2017-04-01,"03",0
"2165",2017-04-01,"04",0
"2166",2017-04-01,"05",0
"2167",2017-04-01,"06",0
"2168",2017-04-01,"07",0
"2169",2017-04-01,"08",0
"2170",2017-04-01,"09",0
"2171",2017-04-01,"10",0
"2172",2017-04-01,"11",0
"2173",2017-04-01,"12",0
"2174",2017-04-01,"13",0
"2175",2017-04-01,"14",0
"2176",2017-04-01,"15",0
"2177",2017-04-01,"16",0
"2178",2017-04-01,"17",0
"2179",2017-04-01,"18",0
"2180",2017-04-01,"19",0
"2181",2017-04-01,"20",0
"2182",2017-04-01,"21",0
"2183",2017-04-01,"22",0
"2184",2017-04-01,"23",0
"2185",2017-04-02,"00",0
"2186",2017-04-02,"01",0
"2187",2017-04-02,"02",0
"2188",2017-04-02,"03",0
"2189",2017-04-02,"04",0
"2190",2017-04-02,"05",0
"2191",2017-04-02,"06",0
"2192",2017-04-02,"07",0
"2193",2017-04-02,"08",0
"2194",2017-04-02,"09",0
"2195",2017-04-02,"10",0
"2196",2017-04-02,"11",0
"2197",2017-04-02,"12",0
"2198",2017-04-02,"13",0
"2199",2017-04-02,"14",0
"2200",2017-04-02,"15",0
"2201",2017-04-02,"16",0
"2202",2017-04-02,"17",0
"2203",2017-04-02,"18",0
"2204",2017-04-02,"19",0
"2205",2017-04-02,"20",0
"2206",2017-04-02,"21",0
"2207",2017-04-02,"22",0
"2208",2017-04-02,"23",0
"2209",2017-04-03,"00",0
"2210",2017-04-03,"01",0
"2211",2017-04-03,"02",0
"2212",2017-04-03,"03",0
"2213",2017-04-03,"04",0
"2214",2017-04-03,"05",0
"2215",2017-04-03,"06",0
"2216",2017-04-03,"07",0
"2217",2017-04-03,"08",0
"2218",2017-04-03,"09",0
"2219",2017-04-03,"10",0
"2220",2017-04-03,"11",0
"2221",2017-04-03,"12",0
"2222",2017-04-03,"13",0
"2223",2017-04-03,"14",0
"2224",2017-04-03,"15",0
"2225",2017-04-03,"16",0
"2226",2017-04-03,"17",0
"2227",2017-04-03,"18",0
"2228",2017-04-03,"19",0
"2229",2017-04-03,"20",0
"2230",2017-04-03,"21",0
"2231",2017-04-03,"22",0
"2232",2017-04-03,"23",0
"2233",2017-04-04,"00",0
"2234",2017-04-04,"01",0
"2235",2017-04-04,"02",0
"2236",2017-04-04,"03",0
"2237",2017-04-04,"04",0
"2238",2017-04-04,"05",0
"2239",2017-04-04,"06",0
"2240",2017-04-04,"07",0
"2241",2017-04-04,"08",0
"2242",2017-04-04,"09",0
"2243",2017-04-04,"10",0
"2244",2017-04-04,"11",0
"2245",2017-04-04,"12",0
"2246",2017-04-04,"13",0
"2247",2017-04-04,"14",3
"2248",2017-04-04,"15",4
"2249",2017-04-04,"16",4
"2250",2017-04-04,"17",4
"2251",2017-04-04,"18",2
"2252",2017-04-04,"19",0
"2253",2017-04-04,"20",2
"2254",2017-04-04,"21",1
"2255",2017-04-04,"22",1
"2256",2017-04-04,"23",0
"2257",2017-04-05,"00",0
"2258",2017-04-05,"01",0
"2259",2017-04-05,"02",0
"2260",2017-04-05,"03",0
"2261",2017-04-05,"04",0
"2262",2017-04-05,"05",0
"2263",2017-04-05,"06",0
"2264",2017-04-05,"07",1
"2265",2017-04-05,"08",2
"2266",2017-04-05,"09",1
"2267",2017-04-05,"10",0
"2268",2017-04-05,"11",1
"2269",2017-04-05,"12",0
"2270",2017-04-05,"13",0
"2271",2017-04-05,"14",0
"2272",2017-04-05,"15",0
"2273",2017-04-05,"16",0
"2274",2017-04-05,"17",1
"2275",2017-04-05,"18",1
"2276",2017-04-05,"19",3
"2277",2017-04-05,"20",1
"2278",2017-04-05,"21",3
"2279",2017-04-05,"22",0
"2280",2017-04-05,"23",0
"2281",2017-04-06,"00",0
"2282",2017-04-06,"01",0
"2283",2017-04-06,"02",0
"2284",2017-04-06,"03",0
"2285",2017-04-06,"04",0
"2286",2017-04-06,"05",0
"2287",2017-04-06,"06",1
"2288",2017-04-06,"07",1
"2289",2017-04-06,"08",0
"2290",2017-04-06,"09",0
"2291",2017-04-06,"10",0
"2292",2017-04-06,"11",0
"2293",2017-04-06,"12",0
"2294",2017-04-06,"13",0
"2295",2017-04-06,"14",0
"2296",2017-04-06,"15",0
"2297",2017-04-06,"16",0
"2298",2017-04-06,"17",1
"2299",2017-04-06,"18",0
"2300",2017-04-06,"19",1
"2301",2017-04-06,"20",0
"2302",2017-04-06,"21",0
"2303",2017-04-06,"22",1
"2304",2017-04-06,"23",0
"2305",2017-04-07,"00",0
"2306",2017-04-07,"01",0
"2307",2017-04-07,"02",0
"2308",2017-04-07,"03",0
"2309",2017-04-07,"04",0
"2310",2017-04-07,"05",0
"2311",2017-04-07,"06",0
"2312",2017-04-07,"07",0
"2313",2017-04-07,"08",0
"2314",2017-04-07,"09",0
"2315",2017-04-07,"10",0
"2316",2017-04-07,"11",0
"2317",2017-04-07,"12",0
"2318",2017-04-07,"13",0
"2319",2017-04-07,"14",0
"2320",2017-04-07,"15",0
"2321",2017-04-07,"16",0
"2322",2017-04-07,"17",0
"2323",2017-04-07,"18",1
"2324",2017-04-07,"19",0
"2325",2017-04-07,"20",0
"2326",2017-04-07,"21",1
"2327",2017-04-07,"22",0
"2328",2017-04-07,"23",0
"2329",2017-04-08,"00",0
"2330",2017-04-08,"01",0
"2331",2017-04-08,"02",0
"2332",2017-04-08,"03",0
"2333",2017-04-08,"04",0
"2334",2017-04-08,"05",0
"2335",2017-04-08,"06",0
"2336",2017-04-08,"07",0
"2337",2017-04-08,"08",0
"2338",2017-04-08,"09",0
"2339",2017-04-08,"10",1
"2340",2017-04-08,"11",1
"2341",2017-04-08,"12",0
"2342",2017-04-08,"13",0
"2343",2017-04-08,"14",0
"2344",2017-04-08,"15",1
"2345",2017-04-08,"16",1
"2346",2017-04-08,"17",0
"2347",2017-04-08,"18",0
"2348",2017-04-08,"19",0
"2349",2017-04-08,"20",0
"2350",2017-04-08,"21",0
"2351",2017-04-08,"22",0
"2352",2017-04-08,"23",0
"2353",2017-04-09,"00",0
"2354",2017-04-09,"01",0
"2355",2017-04-09,"02",0
"2356",2017-04-09,"03",0
"2357",2017-04-09,"04",0
"2358",2017-04-09,"05",0
"2359",2017-04-09,"06",0
"2360",2017-04-09,"07",0
"2361",2017-04-09,"08",0
"2362",2017-04-09,"09",0
"2363",2017-04-09,"10",0
"2364",2017-04-09,"11",0
"2365",2017-04-09,"12",0
"2366",2017-04-09,"13",0
"2367",2017-04-09,"14",1
"2368",2017-04-09,"15",0
"2369",2017-04-09,"16",0
"2370",2017-04-09,"17",0
"2371",2017-04-09,"18",0
"2372",2017-04-09,"19",0
"2373",2017-04-09,"20",0
"2374",2017-04-09,"21",0
"2375",2017-04-09,"22",0
"2376",2017-04-09,"23",1
"2377",2017-04-10,"00",0
"2378",2017-04-10,"01",0
"2379",2017-04-10,"02",0
"2380",2017-04-10,"03",0
"2381",2017-04-10,"04",0
"2382",2017-04-10,"05",0
"2383",2017-04-10,"06",1
"2384",2017-04-10,"07",0
"2385",2017-04-10,"08",1
"2386",2017-04-10,"09",0
"2387",2017-04-10,"10",0
"2388",2017-04-10,"11",0
"2389",2017-04-10,"12",0
"2390",2017-04-10,"13",1
"2391",2017-04-10,"14",0
"2392",2017-04-10,"15",0
"2393",2017-04-10,"16",0
"2394",2017-04-10,"17",0
"2395",2017-04-10,"18",0
"2396",2017-04-10,"19",0
"2397",2017-04-10,"20",0
"2398",2017-04-10,"21",0
"2399",2017-04-10,"22",0
"2400",2017-04-10,"23",0
"2401",2017-04-11,"00",0
"2402",2017-04-11,"01",0
"2403",2017-04-11,"02",0
"2404",2017-04-11,"03",0
"2405",2017-04-11,"04",0
"2406",2017-04-11,"05",0
"2407",2017-04-11,"06",0
"2408",2017-04-11,"07",0
"2409",2017-04-11,"08",0
"2410",2017-04-11,"09",0
"2411",2017-04-11,"10",0
"2412",2017-04-11,"11",0
"2413",2017-04-11,"12",0
"2414",2017-04-11,"13",0
"2415",2017-04-11,"14",0
"2416",2017-04-11,"15",0
"2417",2017-04-11,"16",0
"2418",2017-04-11,"17",0
"2419",2017-04-11,"18",0
"2420",2017-04-11,"19",0
"2421",2017-04-11,"20",0
"2422",2017-04-11,"21",0
"2423",2017-04-11,"22",4
"2424",2017-04-11,"23",0
"2425",2017-04-12,"00",0
"2426",2017-04-12,"01",0
"2427",2017-04-12,"02",2
"2428",2017-04-12,"03",0
"2429",2017-04-12,"04",0
"2430",2017-04-12,"05",0
"2431",2017-04-12,"06",0
"2432",2017-04-12,"07",0
"2433",2017-04-12,"08",0
"2434",2017-04-12,"09",0
"2435",2017-04-12,"10",0
"2436",2017-04-12,"11",1
"2437",2017-04-12,"12",1
"2438",2017-04-12,"13",0
"2439",2017-04-12,"14",0
"2440",2017-04-12,"15",0
"2441",2017-04-12,"16",0
"2442",2017-04-12,"17",0
"2443",2017-04-12,"18",0
"2444",2017-04-12,"19",0
"2445",2017-04-12,"20",0
"2446",2017-04-12,"21",0
"2447",2017-04-12,"22",1
"2448",2017-04-12,"23",0
"2449",2017-04-13,"00",0
"2450",2017-04-13,"01",0
"2451",2017-04-13,"02",0
"2452",2017-04-13,"03",0
"2453",2017-04-13,"04",0
"2454",2017-04-13,"05",0
"2455",2017-04-13,"06",0
"2456",2017-04-13,"07",0
"2457",2017-04-13,"08",0
"2458",2017-04-13,"09",0
"2459",2017-04-13,"10",0
"2460",2017-04-13,"11",0
"2461",2017-04-13,"12",0
"2462",2017-04-13,"13",0
"2463",2017-04-13,"14",0
"2464",2017-04-13,"15",0
"2465",2017-04-13,"16",0
"2466",2017-04-13,"17",0
"2467",2017-04-13,"18",0
"2468",2017-04-13,"19",0
"2469",2017-04-13,"20",0
"2470",2017-04-13,"21",1
"2471",2017-04-13,"22",0
"2472",2017-04-13,"23",0
"2473",2017-04-14,"00",0
"2474",2017-04-14,"01",0
"2475",2017-04-14,"02",0
"2476",2017-04-14,"03",0
"2477",2017-04-14,"04",0
"2478",2017-04-14,"05",0
"2479",2017-04-14,"06",0
"2480",2017-04-14,"07",0
"2481",2017-04-14,"08",0
"2482",2017-04-14,"09",0
"2483",2017-04-14,"10",0
"2484",2017-04-14,"11",0
"2485",2017-04-14,"12",0
"2486",2017-04-14,"13",0
"2487",2017-04-14,"14",1
"2488",2017-04-14,"15",1
"2489",2017-04-14,"16",0
"2490",2017-04-14,"17",1
"2491",2017-04-14,"18",1
"2492",2017-04-14,"19",0
"2493",2017-04-14,"20",2
"2494",2017-04-14,"21",1
"2495",2017-04-14,"22",0
"2496",2017-04-14,"23",0
"2497",2017-04-15,"00",0
"2498",2017-04-15,"01",0
"2499",2017-04-15,"02",0
"2500",2017-04-15,"03",0
"2501",2017-04-15,"04",0
"2502",2017-04-15,"05",0
"2503",2017-04-15,"06",0
"2504",2017-04-15,"07",0
"2505",2017-04-15,"08",0
"2506",2017-04-15,"09",0
"2507",2017-04-15,"10",0
"2508",2017-04-15,"11",0
"2509",2017-04-15,"12",0
"2510",2017-04-15,"13",1
"2511",2017-04-15,"14",0
"2512",2017-04-15,"15",0
"2513",2017-04-15,"16",1
"2514",2017-04-15,"17",0
"2515",2017-04-15,"18",0
"2516",2017-04-15,"19",0
"2517",2017-04-15,"20",0
"2518",2017-04-15,"21",0
"2519",2017-04-15,"22",0
"2520",2017-04-15,"23",0
"2521",2017-04-16,"00",0
"2522",2017-04-16,"01",0
"2523",2017-04-16,"02",0
"2524",2017-04-16,"03",0
"2525",2017-04-16,"04",0
"2526",2017-04-16,"05",0
"2527",2017-04-16,"06",0
"2528",2017-04-16,"07",0
"2529",2017-04-16,"08",0
"2530",2017-04-16,"09",0
"2531",2017-04-16,"10",0
"2532",2017-04-16,"11",0
"2533",2017-04-16,"12",0
"2534",2017-04-16,"13",0
"2535",2017-04-16,"14",0
"2536",2017-04-16,"15",0
"2537",2017-04-16,"16",0
"2538",2017-04-16,"17",0
"2539",2017-04-16,"18",0
"2540",2017-04-16,"19",0
"2541",2017-04-16,"20",0
"2542",2017-04-16,"21",0
"2543",2017-04-16,"22",0
"2544",2017-04-16,"23",0
"2545",2017-04-17,"00",0
"2546",2017-04-17,"01",0
"2547",2017-04-17,"02",0
"2548",2017-04-17,"03",0
"2549",2017-04-17,"04",0
"2550",2017-04-17,"05",0
"2551",2017-04-17,"06",0
"2552",2017-04-17,"07",0
"2553",2017-04-17,"08",0
"2554",2017-04-17,"09",0
"2555",2017-04-17,"10",0
"2556",2017-04-17,"11",0
"2557",2017-04-17,"12",0
"2558",2017-04-17,"13",0
"2559",2017-04-17,"14",0
"2560",2017-04-17,"15",0
"2561",2017-04-17,"16",0
"2562",2017-04-17,"17",0
"2563",2017-04-17,"18",0
"2564",2017-04-17,"19",0
"2565",2017-04-17,"20",0
"2566",2017-04-17,"21",0
"2567",2017-04-17,"22",0
"2568",2017-04-17,"23",0
"2569",2017-04-18,"00",0
"2570",2017-04-18,"01",0
"2571",2017-04-18,"02",0
"2572",2017-04-18,"03",0
"2573",2017-04-18,"04",0
"2574",2017-04-18,"05",0
"2575",2017-04-18,"06",0
"2576",2017-04-18,"07",0
"2577",2017-04-18,"08",0
"2578",2017-04-18,"09",0
"2579",2017-04-18,"10",0
"2580",2017-04-18,"11",0
"2581",2017-04-18,"12",1
"2582",2017-04-18,"13",1
"2583",2017-04-18,"14",0
"2584",2017-04-18,"15",0
"2585",2017-04-18,"16",0
"2586",2017-04-18,"17",0
"2587",2017-04-18,"18",0
"2588",2017-04-18,"19",0
"2589",2017-04-18,"20",0
"2590",2017-04-18,"21",0
"2591",2017-04-18,"22",0
"2592",2017-04-18,"23",0
"2593",2017-04-19,"00",0
"2594",2017-04-19,"01",0
"2595",2017-04-19,"02",0
"2596",2017-04-19,"03",0
"2597",2017-04-19,"04",0
"2598",2017-04-19,"05",0
"2599",2017-04-19,"06",0
"2600",2017-04-19,"07",0
"2601",2017-04-19,"08",0
"2602",2017-04-19,"09",0
"2603",2017-04-19,"10",0
"2604",2017-04-19,"11",0
"2605",2017-04-19,"12",0
"2606",2017-04-19,"13",0
"2607",2017-04-19,"14",0
"2608",2017-04-19,"15",0
"2609",2017-04-19,"16",0
"2610",2017-04-19,"17",0
"2611",2017-04-19,"18",0
"2612",2017-04-19,"19",0
"2613",2017-04-19,"20",0
"2614",2017-04-19,"21",0
"2615",2017-04-19,"22",0
"2616",2017-04-19,"23",0
"2617",2017-04-20,"00",0
"2618",2017-04-20,"01",0
"2619",2017-04-20,"02",0
"2620",2017-04-20,"03",0
"2621",2017-04-20,"04",0
"2622",2017-04-20,"05",0
"2623",2017-04-20,"06",0
"2624",2017-04-20,"07",0
"2625",2017-04-20,"08",0
"2626",2017-04-20,"09",0
"2627",2017-04-20,"10",0
"2628",2017-04-20,"11",0
"2629",2017-04-20,"12",0
"2630",2017-04-20,"13",0
"2631",2017-04-20,"14",0
"2632",2017-04-20,"15",0
"2633",2017-04-20,"16",0
"2634",2017-04-20,"17",0
"2635",2017-04-20,"18",0
"2636",2017-04-20,"19",0
"2637",2017-04-20,"20",0
"2638",2017-04-20,"21",0
"2639",2017-04-20,"22",0
"2640",2017-04-20,"23",0
"2641",2017-04-21,"00",0
"2642",2017-04-21,"01",0
"2643",2017-04-21,"02",0
"2644",2017-04-21,"03",0
"2645",2017-04-21,"04",0
"2646",2017-04-21,"05",0
"2647",2017-04-21,"06",0
"2648",2017-04-21,"07",0
"2649",2017-04-21,"08",0
"2650",2017-04-21,"09",0
"2651",2017-04-21,"10",0
"2652",2017-04-21,"11",0
"2653",2017-04-21,"12",0
"2654",2017-04-21,"13",0
"2655",2017-04-21,"14",0
"2656",2017-04-21,"15",0
"2657",2017-04-21,"16",0
"2658",2017-04-21,"17",0
"2659",2017-04-21,"18",0
"2660",2017-04-21,"19",0
"2661",2017-04-21,"20",0
"2662",2017-04-21,"21",0
"2663",2017-04-21,"22",0
"2664",2017-04-21,"23",0
"2665",2017-04-22,"00",0
"2666",2017-04-22,"01",0
"2667",2017-04-22,"02",0
"2668",2017-04-22,"03",0
"2669",2017-04-22,"04",0
"2670",2017-04-22,"05",0
"2671",2017-04-22,"06",0
"2672",2017-04-22,"07",0
"2673",2017-04-22,"08",0
"2674",2017-04-22,"09",0
"2675",2017-04-22,"10",0
"2676",2017-04-22,"11",0
"2677",2017-04-22,"12",0
"2678",2017-04-22,"13",0
"2679",2017-04-22,"14",0
"2680",2017-04-22,"15",0
"2681",2017-04-22,"16",0
"2682",2017-04-22,"17",0
"2683",2017-04-22,"18",0
"2684",2017-04-22,"19",0
"2685",2017-04-22,"20",0
"2686",2017-04-22,"21",0
"2687",2017-04-22,"22",0
"2688",2017-04-22,"23",0
"2689",2017-04-23,"00",0
"2690",2017-04-23,"01",0
"2691",2017-04-23,"02",0
"2692",2017-04-23,"03",0
"2693",2017-04-23,"04",0
"2694",2017-04-23,"05",0
"2695",2017-04-23,"06",0
"2696",2017-04-23,"07",0
"2697",2017-04-23,"08",0
"2698",2017-04-23,"09",0
"2699",2017-04-23,"10",0
"2700",2017-04-23,"11",0
"2701",2017-04-23,"12",0
"2702",2017-04-23,"13",0
"2703",2017-04-23,"14",0
"2704",2017-04-23,"15",0
"2705",2017-04-23,"16",0
"2706",2017-04-23,"17",0
"2707",2017-04-23,"18",0
"2708",2017-04-23,"19",0
"2709",2017-04-23,"20",0
"2710",2017-04-23,"21",0
"2711",2017-04-23,"22",0
"2712",2017-04-23,"23",0
"2713",2017-04-24,"00",0
"2714",2017-04-24,"01",0
"2715",2017-04-24,"02",0
"2716",2017-04-24,"03",0
"2717",2017-04-24,"04",0
"2718",2017-04-24,"05",0
"2719",2017-04-24,"06",0
"2720",2017-04-24,"07",0
"2721",2017-04-24,"08",0
"2722",2017-04-24,"09",0
