"","browser","browserVersion","screenResolution","browserSize","country","hits"
"1","Chrome","43.0.2357.130","1600x1200","1600x1100","Belgium",2
"2","Chrome","43.0.2357.134","1366x768","1370x670","Belgium",15
"3","Chrome","43.0.2357.134","1366x768","670x610","Belgium",1
"4","Chrome","43.0.2357.134","1600x1200","1600x1140","Belgium",9
"5","Chrome","43.0.2357.134","1600x900","1030x730","Belgium",2
"6","Chrome","43.0.2357.134","1600x900","1600x840","Belgium",9
"7","Chrome","43.0.2357.134","1920x1080","1920x980","Belgium",1
"8","Chrome","43.0.2357.134","1920x1080","670x620","Belgium",1
"9","Chrome","43.0.2357.134","1920x1080","940x930","Belgium",1
"10","Chrome","44.0.2403.107","1586x800","1040x630","Netherlands",1
"11","Chrome","44.0.2403.107","1586x807","1590x690","Netherlands",1
"12","Chrome","44.0.2403.107","1600x1200","1030x1010","Belgium",2
"13","Chrome","44.0.2403.125","1366x768","1370x640","Belgium",1
"14","Chrome","44.0.2403.125","1440x900","1440x820","Belgium",3
"15","Chrome","44.0.2403.155","1280x720","1280x620","Belgium",1
"16","Chrome","44.0.2403.155","1366x768","1020x660","Belgium",2
"17","Chrome","44.0.2403.155","1366x768","1030x610","Belgium",4
"18","Chrome","44.0.2403.155","1366x768","1350x640","Belgium",9
"19","Chrome","44.0.2403.155","1366x768","1370x640","Belgium",26
"20","Chrome","44.0.2403.155","1366x768","1370x640","United States",5
"21","Chrome","44.0.2403.155","1366x768","1370x670","Belgium",10
"22","Chrome","44.0.2403.155","1366x768","1370x670","United States",5
"23","Chrome","44.0.2403.155","1366x768","990x570","United States",1
"24","Chrome","44.0.2403.155","1440x900","1440x750","Belgium",1
"25","Chrome","44.0.2403.155","1440x900","1440x760","Belgium",2
"26","Chrome","44.0.2403.155","1440x900","1440x780","Belgium",11
"27","Chrome","44.0.2403.155","1440x900","1440x780","United States",1
"28","Chrome","44.0.2403.155","1440x900","1440x790","Belgium",1
"29","Chrome","44.0.2403.155","1440x900","1440x800","Belgium",55
"30","Chrome","44.0.2403.155","1440x900","660x730","Belgium",2
"31","Chrome","44.0.2403.155","1600x1200","1030x1010","Belgium",4
"32","Chrome","44.0.2403.155","1600x1200","1600x1060","Belgium",2
"33","Chrome","44.0.2403.155","1600x1200","1600x1080","Belgium",2
"34","Chrome","44.0.2403.155","1600x1200","1600x1100","Belgium",10
"35","Chrome","44.0.2403.155","2560x1080","1280x630","Belgium",1
"36","Chrome","44.0.2403.155","2560x1080","1280x640","Belgium",3
"37","Chrome","44.0.2403.155","2560x1080","1350x640","Belgium",18
"38","Chrome","44.0.2403.155","2560x1080","1350x790","Belgium",3
"39","Chrome","44.0.2403.155","2560x1080","1350x820","Belgium",1
"40","Chrome","44.0.2403.155","2560x1080","1350x950","Belgium",1
"41","Chrome","44.0.2403.155","2560x1080","1430x950","Belgium",1
"42","Chrome","44.0.2403.155","2560x1080","2560x980","Belgium",1
"43","Chrome","45.0.2454.93","1600x1200","1600x1140","Belgium",3
"44","Chrome","46.0.2490.80","1366x768","1370x670","Belgium",1
"45","Chrome","46.0.2490.80","1440x900","1440x810","Belgium",1
"46","Chrome","46.0.2490.80","1440x900","1440x820","Belgium",1
"47","Chrome","46.0.2490.86","1600x1200","1600x1060","Belgium",1
"48","Chrome","46.0.2490.86","1600x1200","1600x1100","Belgium",1
"49","Chrome","47.0.2526.111","1366x768","1370x670","Belgium",1
"50","Chrome","47.0.2526.111","1440x900","1440x780","Belgium",6
"51","Chrome","48.0.2564.109","1600x1200","1210x1030","Belgium",1
"52","Chrome","48.0.2564.109","1600x1200","1210x1050","Belgium",2
"53","Chrome","48.0.2564.109","1600x1200","1600x1140","Belgium",4
"54","Chrome","48.0.2564.116","1600x1200","1030x1030","Belgium",1
"55","Chrome","48.0.2564.116","1600x1200","1600x1100","Belgium",4
"56","Chrome","48.0.2564.97","1600x1200","1030x1010","Belgium",2
"57","Chrome","48.0.2564.97","1600x1200","1600x1080","Belgium",34
"58","Chrome","48.0.2564.97","1600x1200","1600x1120","Belgium",5
"59","Chrome","49.0.2623.110","1366x768","1370x630","Belgium",2
"60","Chrome","49.0.2623.110","1600x1200","1600x1100","Belgium",1
"61","Chrome","49.0.2623.112","1280x1024","1010x610","Italy",1
"62","Chrome","49.0.2623.112","1280x1024","1040x850","Italy",1
"63","Chrome","49.0.2623.112","1280x1024","1040x880","Italy",8
"64","Chrome","49.0.2623.112","1280x1024","1040x910","Italy",1
"65","Chrome","49.0.2623.112","1280x1024","1070x630","Italy",1
"66","Chrome","49.0.2623.112","1280x1024","1100x630","Italy",11
"67","Chrome","49.0.2623.112","1280x1024","1100x650","Italy",6
"68","Chrome","49.0.2623.112","1280x1024","1100x750","Italy",1
"69","Chrome","49.0.2623.112","1280x1024","1130x650","Italy",1
"70","Chrome","49.0.2623.112","1280x1024","1130x720","Italy",10
"71","Chrome","49.0.2623.112","1280x1024","1130x780","Italy",2
"72","Chrome","49.0.2623.112","1280x1024","1180x630","Italy",25
"73","Chrome","49.0.2623.112","1280x1024","1180x640","Italy",10
"74","Chrome","49.0.2623.112","1280x1024","1180x650","Italy",10
"75","Chrome","49.0.2623.112","1280x1024","1180x700","Italy",5
"76","Chrome","49.0.2623.112","1280x1024","1180x740","Italy",2
"77","Chrome","49.0.2623.112","1280x1024","1190x650","Italy",1
"78","Chrome","49.0.2623.112","1280x1024","1190x670","Italy",1
"79","Chrome","49.0.2623.112","1280x1024","1190x690","Italy",8
"80","Chrome","49.0.2623.112","1280x1024","1190x710","Italy",17
"81","Chrome","49.0.2623.112","1280x1024","1190x750","Italy",7
"82","Chrome","49.0.2623.112","1280x1024","1210x650","Italy",8
"83","Chrome","49.0.2623.112","1280x1024","1210x740","Italy",12
"84","Chrome","49.0.2623.112","1280x1024","1230x850","Italy",4
"85","Chrome","49.0.2623.112","1280x1024","1270x770","Italy",19
"86","Chrome","49.0.2623.112","1280x1024","1280x900","Italy",59
"87","Chrome","49.0.2623.112","1280x1024","1280x910","Italy",67
"88","Chrome","49.0.2623.112","1280x1024","1280x930","Italy",56
"89","Chrome","49.0.2623.87","1280x1024","1020x540","Italy",2
"90","Chrome","49.0.2623.87","1280x1024","1020x560","Italy",1
"91","Chrome","49.0.2623.87","1280x1024","1040x710","Italy",7
"92","Chrome","49.0.2623.87","1280x1024","1040x840","Italy",9
"93","Chrome","49.0.2623.87","1280x1024","1040x870","Italy",1
"94","Chrome","49.0.2623.87","1280x1024","1040x880","Italy",14
"95","Chrome","49.0.2623.87","1280x1024","1180x670","Italy",1
"96","Chrome","49.0.2623.87","1280x1024","1190x540","Italy",2
"97","Chrome","49.0.2623.87","1280x1024","1220x670","Italy",1
"98","Chrome","49.0.2623.87","1280x1024","1220x730","Italy",2
"99","Chrome","49.0.2623.87","1280x1024","1220x760","Italy",3
"100","Chrome","49.0.2623.87","1280x1024","1250x680","Italy",13
"101","Chrome","49.0.2623.87","1280x1024","1280x890","Italy",20
"102","Chrome","49.0.2623.87","1280x1024","1280x900","Italy",4
"103","Chrome","49.0.2623.87","1280x1024","1280x910","Italy",62
"104","Chrome","49.0.2623.87","1280x1024","1280x930","Italy",98
"105","Chrome","50.0.2661.102","1366x768","1370x670","Belgium",21
"106","Chrome","50.0.2661.75","1600x1200","1600x1100","Belgium",2
"107","Chrome","50.0.2661.75","1600x1200","1600x1140","Belgium",1
"108","Chrome","50.0.2661.87","1600x1200","1600x1040","Belgium",1
"109","Chrome","50.0.2661.87","1600x1200","1600x1080","Belgium",1
"110","Chrome","51.0.2704.103","1600x1200","1030x1010","Belgium",4
"111","Chrome","51.0.2704.103","1600x1200","1600x1060","Belgium",3
"112","Chrome","51.0.2704.106","1600x1200","1600x1080","Belgium",1
"113","Chrome","51.0.2704.106","1600x1200","1600x1100","Belgium",10
"114","Chrome","51.0.2704.79","1600x1200","1090x1050","Belgium",1
"115","Chrome","51.0.2704.84","1600x1200","1170x1030","Belgium",19
"116","Chrome","51.0.2704.84","1600x1200","1600x1080","Belgium",9
"117","Chrome","52.0.2743.116","1440x900","1440x780","Belgium",19
"118","Chrome","52.0.2743.116","1440x900","1440x800","Belgium",1
"119","Chrome","52.0.2743.82","1600x1200","1030x1000","Belgium",2
"120","Chrome","53.0.2785.116","1440x900","1440x810","Belgium",1
"121","Chrome","54.0.2840.59","1366x768","1370x640","Switzerland",16
"122","Chrome","54.0.2840.59","1366x768","1370x660","Switzerland",5
"123","Chrome","54.0.2840.59","1536x864","1540x730","Switzerland",5
"124","Chrome","54.0.2840.59","1680x1050","1010x530","Switzerland",1
"125","Chrome","54.0.2840.59","1680x1050","1060x720","Switzerland",1
"126","Chrome","54.0.2840.59","1680x1050","1680x870","Switzerland",2
"127","Chrome","54.0.2840.59","1680x1050","1680x880","Switzerland",30
"128","Chrome","54.0.2840.59","1680x1050","1680x910","Switzerland",1
"129","Chrome","54.0.2840.59","1680x1050","1680x920","Switzerland",96
"130","Chrome","54.0.2840.59","1680x1050","1680x940","Switzerland",14
"131","Chrome","54.0.2840.59","1680x1050","1680x950","Switzerland",1
"132","Chrome","54.0.2840.59","1920x1080","1920x900","Switzerland",2
"133","Chrome","54.0.2840.59","1920x1080","1920x910","Switzerland",1
"134","Chrome","54.0.2840.59","1920x1080","1920x940","Switzerland",1
"135","Chrome","54.0.2840.59","1920x1080","1920x950","Switzerland",30
"136","Chrome","54.0.2840.59","1920x1080","1920x970","Switzerland",1
"137","Chrome","54.0.2840.71","1366x768","1370x660","Belgium",17
"138","Chrome","54.0.2840.71","1440x900","1440x830","Belgium",4
"139","Chrome","54.0.2840.71","1600x1200","1600x1090","Belgium",3
"140","Chrome","54.0.2840.87","1440x900","1440x790","Belgium",3
"141","Chrome","54.0.2840.87","1600x1200","1030x1030","Belgium",3
"142","Chrome","54.0.2840.87","1600x1200","1600x1060","Belgium",9
"143","Chrome","54.0.2840.87","1600x1200","1600x1090","Belgium",21
"144","Chrome","54.0.2840.87","1600x1200","1600x1130","Belgium",9
"145","Chrome","54.0.2840.99","1024x768","1020x640","United Kingdom",1
"146","Chrome","54.0.2840.99","1366x768","1370x640","United Kingdom",5
"147","Chrome","54.0.2840.99","1366x768","1370x660","Belgium",31
"148","Chrome","54.0.2840.99","1920x1080","1920x950","United Kingdom",26
"149","Chrome","54.0.2840.99","1920x1080","1920x950","United States",1
"150","Chrome","55.0.2883.75","1280x720","1280x650","Canada",1
"151","Chrome","55.0.2883.75","1280x800","1030x630","Canada",1
"152","Chrome","55.0.2883.75","1280x800","1040x610","Canada",2
"153","Chrome","55.0.2883.75","1280x800","1110x660","Canada",1
"154","Chrome","55.0.2883.75","1280x800","1280x620","Canada",1
"155","Chrome","55.0.2883.75","1280x800","1280x690","Canada",2
"156","Chrome","55.0.2883.75","1366x768","1370x660","Belgium",5
"157","Chrome","55.0.2883.75","1366x768","1370x660","Canada",1
"158","Chrome","55.0.2883.75","1440x900","1440x770","Canada",3
"159","Chrome","55.0.2883.75","1440x900","1440x790","Canada",1
"160","Chrome","55.0.2883.75","1440x900","1440x810","Canada",1
"161","Chrome","55.0.2883.75","1440x900","500x420","Canada",1
"162","Chrome","55.0.2883.75","1440x900","700x500","Canada",3
"163","Chrome","55.0.2883.75","1600x900","1040x710","Canada",8
"164","Chrome","55.0.2883.75","1600x900","1110x670","Canada",2
"165","Chrome","55.0.2883.75","1600x900","1130x730","Canada",8
"166","Chrome","55.0.2883.75","1600x900","1160x630","Canada",2
"167","Chrome","55.0.2883.75","1600x900","1160x680","Canada",5
"168","Chrome","55.0.2883.75","1600x900","1250x690","Canada",2
"169","Chrome","55.0.2883.75","1600x900","1250x730","Canada",1
"170","Chrome","55.0.2883.75","1600x900","1260x760","Canada",5
"171","Chrome","55.0.2883.75","1600x900","1340x680","Canada",1
"172","Chrome","55.0.2883.75","1600x900","1350x760","Canada",16
"173","Chrome","55.0.2883.75","1600x900","1410x730","Canada",1
"174","Chrome","55.0.2883.75","1600x900","1410x760","Canada",1
"175","Chrome","55.0.2883.75","1600x900","1440x710","Canada",1
"176","Chrome","55.0.2883.75","1600x900","1440x720","Canada",4
"177","Chrome","55.0.2883.75","1600x900","1470x740","Canada",1
"178","Chrome","55.0.2883.75","1600x900","1600x730","Canada",7
"179","Chrome","55.0.2883.75","1600x900","1600x740","Canada",1
"180","Chrome","55.0.2883.75","1600x900","1600x760","Canada",10
"181","Chrome","55.0.2883.75","1600x900","1600x770","Canada",38
"182","Chrome","55.0.2883.75","1600x900","1600x780","Canada",77
"183","Chrome","55.0.2883.75","1600x900","1600x790","Canada",51
"184","Chrome","55.0.2883.75","1600x900","1600x810","Canada",38
"185","Chrome","55.0.2883.75","1600x900","500x420","Canada",1
"186","Chrome","55.0.2883.75","1920x1080","1330x770","Canada",1
"187","Chrome","55.0.2883.75","1920x1080","1330x970","Canada",2
"188","Chrome","55.0.2883.75","1920x1080","1390x910","Canada",1
"189","Chrome","55.0.2883.75","1920x1080","1910x990","Canada",2
"190","Chrome","55.0.2883.75","1920x1080","1920x930","Canada",1
"191","Chrome","55.0.2883.75","1920x1080","1920x950","Canada",16
"192","Chrome","55.0.2883.75","1920x1080","1920x970","Canada",17
"193","Chrome","55.0.2883.75","1920x1080","940x890","Canada",1
"194","Chrome","55.0.2883.75","1920x1200","1270x880","Switzerland",1
"195","Chrome","55.0.2883.75","1920x1200","1920x1110","Switzerland",1
"196","Chrome","55.0.2883.87","1024x768","1020x620","Hong Kong",1
"197","Chrome","55.0.2883.87","1280x1024","1010x820","Italy",1
"198","Chrome","55.0.2883.87","1280x1024","1030x640","Italy",4
"199","Chrome","55.0.2883.87","1280x1024","1030x750","Italy",2
"200","Chrome","55.0.2883.87","1280x1024","1030x850","Italy",2
"201","Chrome","55.0.2883.87","1280x1024","1030x870","Italy",1
"202","Chrome","55.0.2883.87","1280x1024","1040x850","Italy",1
"203","Chrome","55.0.2883.87","1280x1024","1040x890","Italy",1
"204","Chrome","55.0.2883.87","1280x1024","1220x870","Hong Kong",1
"205","Chrome","55.0.2883.87","1280x1024","1260x870","Hong Kong",1
"206","Chrome","55.0.2883.87","1280x1024","1280x850","Hong Kong",5
"207","Chrome","55.0.2883.87","1280x1024","1280x880","Hong Kong",1
"208","Chrome","55.0.2883.87","1280x1024","1280x890","(not set)",1
"209","Chrome","55.0.2883.87","1280x1024","1280x890","Australia",9
"210","Chrome","55.0.2883.87","1280x1024","1280x890","Hong Kong",52
"211","Chrome","55.0.2883.87","1280x1024","1280x890","Italy",15
"212","Chrome","55.0.2883.87","1280x1024","1280x920","Hong Kong",2
"213","Chrome","55.0.2883.87","1280x1024","1280x920","Italy",28
"214","Chrome","55.0.2883.87","1280x1024","1280x930","Hong Kong",6
"215","Chrome","55.0.2883.87","1280x1024","1280x940","Hong Kong",1
"216","Chrome","55.0.2883.87","1280x1024","1280x960","Italy",1
"217","Chrome","55.0.2883.87","1280x1024","610x300","Hong Kong",1
"218","Chrome","55.0.2883.87","1280x1024","880x860","Italy",2
"219","Chrome","55.0.2883.87","1280x1024","960x850","Italy",1
"220","Chrome","55.0.2883.87","1280x1024","970x820","Italy",1
"221","Chrome","55.0.2883.87","1280x1024","970x890","Italy",1
"222","Chrome","55.0.2883.87","1280x1024","980x850","Italy",3
"223","Chrome","55.0.2883.87","1280x720","1240x570","United Kingdom",1
"224","Chrome","55.0.2883.87","1280x720","1250x570","United Kingdom",1
"225","Chrome","55.0.2883.87","1280x720","1260x590","United Kingdom",1
"226","Chrome","55.0.2883.87","1280x720","1280x590","United Kingdom",3
"227","Chrome","55.0.2883.87","1280x720","1280x620","United Kingdom",4
"228","Chrome","55.0.2883.87","1280x720","1280x620","United States",1
"229","Chrome","55.0.2883.87","1280x800","1280x620","United Kingdom",1
"230","Chrome","55.0.2883.87","1280x800","1280x670","United Kingdom",4
"231","Chrome","55.0.2883.87","1280x960","1280x830","Hong Kong",5
"232","Chrome","55.0.2883.87","1281x720","1280x620","Hong Kong",1
"233","Chrome","55.0.2883.87","1360x768","1030x600","United Kingdom",1
"234","Chrome","55.0.2883.87","1360x768","1360x660","United Kingdom",1
"235","Chrome","55.0.2883.87","1364x768","770x710","Hong Kong",1
"236","Chrome","55.0.2883.87","1366x768","1020x560","Belgium",3
"237","Chrome","55.0.2883.87","1366x768","1030x540","Hong Kong",1
"238","Chrome","55.0.2883.87","1366x768","1030x640","Belgium",2
"239","Chrome","55.0.2883.87","1366x768","1100x480","Hong Kong",1
"240","Chrome","55.0.2883.87","1366x768","1140x600","(not set)",1
"241","Chrome","55.0.2883.87","1366x768","1180x590","Hong Kong",1
"242","Chrome","55.0.2883.87","1366x768","1190x510","Hong Kong",1
"243","Chrome","55.0.2883.87","1366x768","1190x510","United Kingdom",2
"244","Chrome","55.0.2883.87","1366x768","1350x660","United Kingdom",1
"245","Chrome","55.0.2883.87","1366x768","1370x630","United States",2
"246","Chrome","55.0.2883.87","1366x768","1370x640","(not set)",2
"247","Chrome","55.0.2883.87","1366x768","1370x640","Hong Kong",49
"248","Chrome","55.0.2883.87","1366x768","1370x640","United Kingdom",4
"249","Chrome","55.0.2883.87","1366x768","1370x650","United States",9
"250","Chrome","55.0.2883.87","1366x768","1370x660","Belgium",3
"251","Chrome","55.0.2883.87","1366x768","1370x660","Netherlands",2
"252","Chrome","55.0.2883.87","1366x768","1370x660","United Kingdom",8
"253","Chrome","55.0.2883.87","1366x768","1370x660","United States",1
"254","Chrome","55.0.2883.87","1366x768","1370x700","Belgium",2
"255","Chrome","55.0.2883.87","1366x768","740x540","Hong Kong",1
"256","Chrome","55.0.2883.87","1366x768","740x550","Hong Kong",3
"257","Chrome","55.0.2883.87","1366x768","740x560","Hong Kong",2
"258","Chrome","55.0.2883.87","1366x768","940x530","Hong Kong",1
"259","Chrome","55.0.2883.87","1366x768","940x590","Hong Kong",1
"260","Chrome","55.0.2883.87","1366x768","950x460","Hong Kong",1
"261","Chrome","55.0.2883.87","1366x768","960x710","Hong Kong",1
"262","Chrome","55.0.2883.87","1440x900","1040x670","Belgium",1
"263","Chrome","55.0.2883.87","1440x900","1440x790","Italy",1
"264","Chrome","55.0.2883.87","1440x900","1440x800","United Kingdom",1
"265","Chrome","55.0.2883.87","1536x864","1470x650","United Kingdom",1
"266","Chrome","55.0.2883.87","1536x864","1520x730","Norway",1
"267","Chrome","55.0.2883.87","1536x864","1540x760","Norway",9
"268","Chrome","55.0.2883.87","1536x864","1540x760","United Kingdom",6
"269","Chrome","55.0.2883.87","1600x900","1520x720","Hong Kong",1
"270","Chrome","55.0.2883.87","1600x900","1590x740","Kenya",1
"271","Chrome","55.0.2883.87","1600x900","1600x720","Hong Kong",2
"272","Chrome","55.0.2883.87","1600x900","1600x720","Kenya",8
"273","Chrome","55.0.2883.87","1600x900","1600x770","Hong Kong",48
"274","Chrome","55.0.2883.87","1600x900","1600x770","Kenya",35
"275","Chrome","55.0.2883.87","1600x900","1600x770","South Africa",1
"276","Chrome","55.0.2883.87","1600x900","1600x770","United Kingdom",2
"277","Chrome","55.0.2883.87","1600x900","1600x790","Hong Kong",1
"278","Chrome","55.0.2883.87","1600x900","1600x790","Ireland",2
"279","Chrome","55.0.2883.87","1600x900","1600x790","Kenya",2
"280","Chrome","55.0.2883.87","1600x900","1600x790","South Africa",1
"281","Chrome","55.0.2883.87","1600x900","1600x790","United Kingdom",2
"282","Chrome","55.0.2883.87","1680x1050","1500x770","South Africa",1
"283","Chrome","55.0.2883.87","1680x1050","1530x840","South Africa",2
"284","Chrome","55.0.2883.87","1680x1050","1670x940","United States",2
"285","Chrome","55.0.2883.87","1680x1050","1680x910","United States",3
"286","Chrome","55.0.2883.87","1680x1050","1680x920","Australia",1
"287","Chrome","55.0.2883.87","1680x1050","1680x920","Norway",7
"288","Chrome","55.0.2883.87","1680x1050","1680x920","United States",3
"289","Chrome","55.0.2883.87","1680x1050","1680x930","United States",4
"290","Chrome","55.0.2883.87","1680x1050","1680x940","France",3
"291","Chrome","55.0.2883.87","1680x1050","1680x940","Norway",19
"292","Chrome","55.0.2883.87","1680x1050","1680x960","United States",14
"293","Chrome","55.0.2883.87","1680x1051","1680x860","Norway",6
"294","Chrome","55.0.2883.87","1707x960","1190x810","(not set)",1
"295","Chrome","55.0.2883.87","1707x960","1710x810","Hong Kong",1
"296","Chrome","55.0.2883.87","1707x960","1710x830","(not set)",1
"297","Chrome","55.0.2883.87","1707x960","1710x830","Hong Kong",5
"298","Chrome","55.0.2883.87","1707x960","1710x860","Hong Kong",63
"299","Chrome","55.0.2883.87","1707x960","840x820","Hong Kong",1
"300","Chrome","55.0.2883.87","1920x1080","1030x850","Hong Kong",1
"301","Chrome","55.0.2883.87","1920x1080","1080x610","Hong Kong",1
"302","Chrome","55.0.2883.87","1920x1080","1130x870","Hong Kong",1
"303","Chrome","55.0.2883.87","1920x1080","1160x880","Hong Kong",6
"304","Chrome","55.0.2883.87","1920x1080","1180x920","Hong Kong",1
"305","Chrome","55.0.2883.87","1920x1080","1190x640","Hong Kong",4
"306","Chrome","55.0.2883.87","1920x1080","1190x840","Hong Kong",1
"307","Chrome","55.0.2883.87","1920x1080","1190x860","Hong Kong",1
"308","Chrome","55.0.2883.87","1920x1080","1190x880","Hong Kong",1
"309","Chrome","55.0.2883.87","1920x1080","1190x900","Hong Kong",1
"310","Chrome","55.0.2883.87","1920x1080","1200x830","Hong Kong",1
"311","Chrome","55.0.2883.87","1920x1080","1220x880","Hong Kong",2
"312","Chrome","55.0.2883.87","1920x1080","1230x560","United Kingdom",2
"313","Chrome","55.0.2883.87","1920x1080","1240x720","United Kingdom",1
"314","Chrome","55.0.2883.87","1920x1080","1240x750","United Kingdom",1
"315","Chrome","55.0.2883.87","1920x1080","1250x720","United Kingdom",1
"316","Chrome","55.0.2883.87","1920x1080","1260x640","United Kingdom",1
"317","Chrome","55.0.2883.87","1920x1080","1260x720","United Kingdom",1
"318","Chrome","55.0.2883.87","1920x1080","1260x840","Norway",1
"319","Chrome","55.0.2883.87","1920x1080","1270x610","United Kingdom",2
"320","Chrome","55.0.2883.87","1920x1080","1280x740","United Kingdom",1
"321","Chrome","55.0.2883.87","1920x1080","1280x750","United Kingdom",1
"322","Chrome","55.0.2883.87","1920x1080","1290x830","United Kingdom",2
"323","Chrome","55.0.2883.87","1920x1080","1300x770","United Kingdom",1
"324","Chrome","55.0.2883.87","1920x1080","1330x820","Hong Kong",1
"325","Chrome","55.0.2883.87","1920x1080","1340x810","Hong Kong",1
"326","Chrome","55.0.2883.87","1920x1080","1350x600","Hong Kong",2
"327","Chrome","55.0.2883.87","1920x1080","1350x610","Hong Kong",1
"328","Chrome","55.0.2883.87","1920x1080","1350x710","Hong Kong",2
"329","Chrome","55.0.2883.87","1920x1080","1350x730","Hong Kong",2
"330","Chrome","55.0.2883.87","1920x1080","1350x780","Hong Kong",1
"331","Chrome","55.0.2883.87","1920x1080","1350x820","Hong Kong",1
"332","Chrome","55.0.2883.87","1920x1080","1350x830","Hong Kong",3
"333","Chrome","55.0.2883.87","1920x1080","1350x870","Hong Kong",2
"334","Chrome","55.0.2883.87","1920x1080","1350x880","Hong Kong",3
"335","Chrome","55.0.2883.87","1920x1080","1370x830","United Kingdom",1
"336","Chrome","55.0.2883.87","1920x1080","1400x790","United Kingdom",2
"337","Chrome","55.0.2883.87","1920x1080","1400x910","Hong Kong",1
"338","Chrome","55.0.2883.87","1920x1080","1410x740","United Kingdom",2
"339","Chrome","55.0.2883.87","1920x1080","1410x920","Hong Kong",1
"340","Chrome","55.0.2883.87","1920x1080","1430x790","Hong Kong",1
"341","Chrome","55.0.2883.87","1920x1080","1440x870","Hong Kong",1
"342","Chrome","55.0.2883.87","1920x1080","1460x710","United Kingdom",1
"343","Chrome","55.0.2883.87","1920x1080","1460x910","Hong Kong",1
"344","Chrome","55.0.2883.87","1920x1080","1470x690","United Kingdom",1
"345","Chrome","55.0.2883.87","1920x1080","1470x910","Hong Kong",1
"346","Chrome","55.0.2883.87","1920x1080","1480x770","United Kingdom",1
"347","Chrome","55.0.2883.87","1920x1080","1490x800","Hong Kong",1
"348","Chrome","55.0.2883.87","1920x1080","1490x870","Hong Kong",1
"349","Chrome","55.0.2883.87","1920x1080","1490x900","United Kingdom",1
"350","Chrome","55.0.2883.87","1920x1080","1510x880","Hong Kong",1
"351","Chrome","55.0.2883.87","1920x1080","1520x520","United Kingdom",1
"352","Chrome","55.0.2883.87","1920x1080","1520x910","United Kingdom",1
"353","Chrome","55.0.2883.87","1920x1080","1530x830","Hong Kong",2
"354","Chrome","55.0.2883.87","1920x1080","1550x860","Hong Kong",1
"355","Chrome","55.0.2883.87","1920x1080","1570x910","Hong Kong",1
"356","Chrome","55.0.2883.87","1920x1080","1600x780","Hong Kong",1
"357","Chrome","55.0.2883.87","1920x1080","1610x780","United Kingdom",1
"358","Chrome","55.0.2883.87","1920x1080","1610x890","Hong Kong",5
"359","Chrome","55.0.2883.87","1920x1080","1620x860","Hong Kong",1
"360","Chrome","55.0.2883.87","1920x1080","1690x770","United Kingdom",2
"361","Chrome","55.0.2883.87","1920x1080","1690x870","Hong Kong",1
"362","Chrome","55.0.2883.87","1920x1080","1710x720","United Kingdom",1
"363","Chrome","55.0.2883.87","1920x1080","1710x730","Hong Kong",1
"364","Chrome","55.0.2883.87","1920x1080","1710x970","United Kingdom",2
"365","Chrome","55.0.2883.87","1920x1080","1720x540","United Kingdom",2
"366","Chrome","55.0.2883.87","1920x1080","1740x910","Hong Kong",1
"367","Chrome","55.0.2883.87","1920x1080","1750x810","Hong Kong",1
"368","Chrome","55.0.2883.87","1920x1080","1750x830","Hong Kong",1
"369","Chrome","55.0.2883.87","1920x1080","1770x690","Hong Kong",2
"370","Chrome","55.0.2883.87","1920x1080","1790x870","Hong Kong",2
"371","Chrome","55.0.2883.87","1920x1080","1790x920","Hong Kong",1
"372","Chrome","55.0.2883.87","1920x1080","1790x930","United Kingdom",1
"373","Chrome","55.0.2883.87","1920x1080","1800x900","Hong Kong",1
"374","Chrome","55.0.2883.87","1920x1080","1810x790","United Kingdom",2
"375","Chrome","55.0.2883.87","1920x1080","1840x940","United Kingdom",1
"376","Chrome","55.0.2883.87","1920x1080","1860x1010","United Kingdom",1
"377","Chrome","55.0.2883.87","1920x1080","1860x990","United Kingdom",1
"378","Chrome","55.0.2883.87","1920x1080","1890x900","United Kingdom",1
"379","Chrome","55.0.2883.87","1920x1080","1890x940","United Kingdom",2
"380","Chrome","55.0.2883.87","1920x1080","1900x830","United Kingdom",1
"381","Chrome","55.0.2883.87","1920x1080","1900x870","Hong Kong",4
"382","Chrome","55.0.2883.87","1920x1080","1900x880","Hong Kong",4
"383","Chrome","55.0.2883.87","1920x1080","1900x920","Hong Kong",1
"384","Chrome","55.0.2883.87","1920x1080","1900x920","United Kingdom",4
"385","Chrome","55.0.2883.87","1920x1080","1900x930","Hong Kong",3
"386","Chrome","55.0.2883.87","1920x1080","1900x950","United Kingdom",2
"387","Chrome","55.0.2883.87","1920x1080","1910x950","United Kingdom",4
"388","Chrome","55.0.2883.87","1920x1080","1920x1010","United Kingdom",10
"389","Chrome","55.0.2883.87","1920x1080","1920x900","Hong Kong",19
"390","Chrome","55.0.2883.87","1920x1080","1920x900","United Kingdom",10
"391","Chrome","55.0.2883.87","1920x1080","1920x910","United Kingdom",2
"392","Chrome","55.0.2883.87","1920x1080","1920x940","United Kingdom",1
"393","Chrome","55.0.2883.87","1920x1080","1920x950","(not set)",6
"394","Chrome","55.0.2883.87","1920x1080","1920x950","Hong Kong",154
"395","Chrome","55.0.2883.87","1920x1080","1920x950","Norway",47
"396","Chrome","55.0.2883.87","1920x1080","1920x950","United Kingdom",145
"397","Chrome","55.0.2883.87","1920x1080","1920x970","Australia",8
