"","browser","browserVersion","screenResolution","browserSize","country","hits"
"729","Chrome","57.0.2987.133","1920x1080","1280x780","United Kingdom",3
"730","Chrome","57.0.2987.133","1920x1080","1290x770","United Kingdom",2
"731","Chrome","57.0.2987.133","1920x1080","1300x920","United Kingdom",1
"732","Chrome","57.0.2987.133","1920x1080","1360x750","United Kingdom",1
"733","Chrome","57.0.2987.133","1920x1080","1390x900","United Kingdom",1
"734","Chrome","57.0.2987.133","1920x1080","1430x870","Spain",1
"735","Chrome","57.0.2987.133","1920x1080","1450x770","United Kingdom",1
"736","Chrome","57.0.2987.133","1920x1080","1470x770","United Kingdom",1
"737","Chrome","57.0.2987.133","1920x1080","1470x860","United Kingdom",2
"738","Chrome","57.0.2987.133","1920x1080","1550x670","Spain",2
"739","Chrome","57.0.2987.133","1920x1080","1570x870","United Kingdom",1
"740","Chrome","57.0.2987.133","1920x1080","1570x920","United Kingdom",1
"741","Chrome","57.0.2987.133","1920x1080","1590x920","United Kingdom",1
"742","Chrome","57.0.2987.133","1920x1080","1600x860","United Kingdom",1
"743","Chrome","57.0.2987.133","1920x1080","1610x870","United Kingdom",2
"744","Chrome","57.0.2987.133","1920x1080","1670x810","United Kingdom",1
"745","Chrome","57.0.2987.133","1920x1080","1670x920","United Kingdom",1
"746","Chrome","57.0.2987.133","1920x1080","1680x730","United Kingdom",1
"747","Chrome","57.0.2987.133","1920x1080","1750x840","United Kingdom",2
"748","Chrome","57.0.2987.133","1920x1080","1860x1010","United Kingdom",2
"749","Chrome","57.0.2987.133","1920x1080","1860x970","United Kingdom",1
"750","Chrome","57.0.2987.133","1920x1080","1900x910","United Kingdom",2
"751","Chrome","57.0.2987.133","1920x1080","1900x920","United Kingdom",3
"752","Chrome","57.0.2987.133","1920x1080","1900x950","United Kingdom",1
"753","Chrome","57.0.2987.133","1920x1080","1900x990","United Kingdom",3
"754","Chrome","57.0.2987.133","1920x1080","1910x940","United Kingdom",1
"755","Chrome","57.0.2987.133","1920x1080","1910x950","United Kingdom",4
"756","Chrome","57.0.2987.133","1920x1080","1910x960","United Kingdom",2
"757","Chrome","57.0.2987.133","1920x1080","1910x970","Australia",2
"758","Chrome","57.0.2987.133","1920x1080","1920x1010","United States",1
"759","Chrome","57.0.2987.133","1920x1080","1920x900","Australia",10
"760","Chrome","57.0.2987.133","1920x1080","1920x900","Taiwan",7
"761","Chrome","57.0.2987.133","1920x1080","1920x900","United Kingdom",12
"762","Chrome","57.0.2987.133","1920x1080","1920x930","Australia",2
"763","Chrome","57.0.2987.133","1920x1080","1920x930","Taiwan",3
"764","Chrome","57.0.2987.133","1920x1080","1920x930","United Kingdom",4
"765","Chrome","57.0.2987.133","1920x1080","1920x940","Netherlands",3
"766","Chrome","57.0.2987.133","1920x1080","1920x950","Australia",2
"767","Chrome","57.0.2987.133","1920x1080","1920x950","Germany",13
"768","Chrome","57.0.2987.133","1920x1080","1920x950","Norway",20
"769","Chrome","57.0.2987.133","1920x1080","1920x950","Spain",10
"770","Chrome","57.0.2987.133","1920x1080","1920x950","Taiwan",14
"771","Chrome","57.0.2987.133","1920x1080","1920x950","United Kingdom",128
"772","Chrome","57.0.2987.133","1920x1080","1920x950","United States",1
"773","Chrome","57.0.2987.133","1920x1080","1920x960","United Kingdom",7
"774","Chrome","57.0.2987.133","1920x1080","1920x970","Australia",15
"775","Chrome","57.0.2987.133","1920x1080","1920x970","Netherlands",12
"776","Chrome","57.0.2987.133","1920x1080","1920x970","Norway",1
"777","Chrome","57.0.2987.133","1920x1080","1920x970","Spain",3
"778","Chrome","57.0.2987.133","1920x1080","1920x970","Taiwan",10
"779","Chrome","57.0.2987.133","1920x1080","1920x970","United Kingdom",16
"780","Chrome","57.0.2987.133","1920x1080","1920x970","United States",3
"781","Chrome","57.0.2987.133","1920x1080","1920x980","United Kingdom",6
"782","Chrome","57.0.2987.133","1920x1080","1940x970","United Kingdom",1
"783","Chrome","57.0.2987.133","1920x1200","1920x1110","Switzerland",1
"784","Chrome","57.0.2987.98","1366x768","1350x640","United Kingdom",1
"785","Chrome","57.0.2987.98","1366x768","1370x590","United Kingdom",1
"786","Chrome","57.0.2987.98","1366x768","1370x640","United Kingdom",4
"787","Chrome","57.0.2987.98","1368x912","1370x780","France",1
"788","Chrome","57.0.2987.98","1920x1080","1900x940","United Kingdom",1
"789","Chrome","57.0.2987.98","1920x1080","1920x950","Norway",3
"790","Chrome","57.0.2987.98","1920x1080","1920x950","Spain",3
"791","Chrome","57.0.2987.98","1920x1080","1920x950","United Kingdom",5
"792","Chrome","57.0.2987.98","1920x1080","1920x960","United Kingdom",2
"793","Chrome","57.0.2987.98","1920x1080","1920x970","United Kingdom",3
"794","Chrome","57.0.2987.98","1920x1080","2470x1320","Norway",2
"795","Chrome","58.0.3029.110","1024x768","1020x660","Australia",1
"796","Chrome","58.0.3029.110","1280x1024","1020x870","Italy",1
"797","Chrome","58.0.3029.110","1280x1024","1030x850","Italy",1
"798","Chrome","58.0.3029.110","1280x1024","1040x840","Italy",2
"799","Chrome","58.0.3029.110","1280x1024","1040x860","Italy",2
"800","Chrome","58.0.3029.110","1280x1024","1040x870","Italy",2
"801","Chrome","58.0.3029.110","1280x1024","1050x480","Italy",1
"802","Chrome","58.0.3029.110","1280x1024","1070x790","Italy",1
"803","Chrome","58.0.3029.110","1280x1024","1070x870","Italy",3
"804","Chrome","58.0.3029.110","1280x1024","1080x850","Italy",1
"805","Chrome","58.0.3029.110","1280x1024","1100x890","Italy",3
"806","Chrome","58.0.3029.110","1280x1024","1110x890","Italy",2
"807","Chrome","58.0.3029.110","1280x1024","1130x860","Italy",1
"808","Chrome","58.0.3029.110","1280x1024","1170x670","Italy",3
"809","Chrome","58.0.3029.110","1280x1024","1170x760","Italy",1
"810","Chrome","58.0.3029.110","1280x1024","1210x890","Italy",5
"811","Chrome","58.0.3029.110","1280x1024","1230x670","Philippines",1
"812","Chrome","58.0.3029.110","1280x1024","1260x810","Philippines",7
"813","Chrome","58.0.3029.110","1280x1024","1260x840","Italy",2
"814","Chrome","58.0.3029.110","1280x1024","1260x890","Italy",1
"815","Chrome","58.0.3029.110","1280x1024","1280x840","Philippines",2
"816","Chrome","58.0.3029.110","1280x1024","1280x850","Philippines",5
"817","Chrome","58.0.3029.110","1280x1024","1280x870","Italy",1
"818","Chrome","58.0.3029.110","1280x1024","1280x880","Italy",1
"819","Chrome","58.0.3029.110","1280x1024","1280x880","Philippines",34
"820","Chrome","58.0.3029.110","1280x1024","1280x890","Italy",12
"821","Chrome","58.0.3029.110","1280x1024","1280x910","Australia",1
"822","Chrome","58.0.3029.110","1280x1024","1280x920","Italy",60
"823","Chrome","58.0.3029.110","1280x1024","1280x930","Australia",3
"824","Chrome","58.0.3029.110","1280x1024","1280x930","Italy",6
"825","Chrome","58.0.3029.110","1280x1024","1280x960","Italy",2
"826","Chrome","58.0.3029.110","1280x1024","1300x690","Philippines",1
"827","Chrome","58.0.3029.110","1280x1024","1450x680","Philippines",1
"828","Chrome","58.0.3029.110","1280x1024","1550x1060","Philippines",3
"829","Chrome","58.0.3029.110","1280x1024","1600x1100","Philippines",9
"830","Chrome","58.0.3029.110","1280x1024","1640x960","Philippines",1
"831","Chrome","58.0.3029.110","1280x1024","1710x1100","Philippines",1
"832","Chrome","58.0.3029.110","1280x1024","1710x1170","Philippines",5
"833","Chrome","58.0.3029.110","1280x1024","780x880","Italy",2
"834","Chrome","58.0.3029.110","1280x1024","950x820","Italy",1
"835","Chrome","58.0.3029.110","1280x1024","960x830","Italy",1
"836","Chrome","58.0.3029.110","1280x1024","960x870","Italy",2
"837","Chrome","58.0.3029.110","1280x720","1250x570","United Kingdom",2
"838","Chrome","58.0.3029.110","1280x720","1260x570","United Kingdom",2
"839","Chrome","58.0.3029.110","1280x720","1270x590","United Kingdom",2
"840","Chrome","58.0.3029.110","1280x720","1280x590","Ireland",1
"841","Chrome","58.0.3029.110","1280x720","1280x590","United Kingdom",3
"842","Chrome","58.0.3029.110","1280x720","1280x610","United Kingdom",6
"843","Chrome","58.0.3029.110","1280x720","1280x620","United Kingdom",3
"844","Chrome","58.0.3029.110","1366x768","1140x610","Philippines",1
"845","Chrome","58.0.3029.110","1366x768","1280x700","Philippines",1
"846","Chrome","58.0.3029.110","1366x768","1300x650","Philippines",1
"847","Chrome","58.0.3029.110","1366x768","1300x700","Philippines",20
"848","Chrome","58.0.3029.110","1366x768","1350x630","United States",1
"849","Chrome","58.0.3029.110","1366x768","1350x640","Belgium",1
"850","Chrome","58.0.3029.110","1366x768","1350x640","United States",1
"851","Chrome","58.0.3029.110","1366x768","1370x610","United Kingdom",1
"852","Chrome","58.0.3029.110","1366x768","1370x630","United States",1
"853","Chrome","58.0.3029.110","1366x768","1370x640","Belgium",8
"854","Chrome","58.0.3029.110","1366x768","1370x640","United Arab Emirates",1
"855","Chrome","58.0.3029.110","1366x768","1370x650","Belgium",1
"856","Chrome","58.0.3029.110","1366x768","1370x650","United States",7
"857","Chrome","58.0.3029.110","1366x768","1370x660","Belgium",1
"858","Chrome","58.0.3029.110","1366x768","1370x660","France",1
"859","Chrome","58.0.3029.110","1366x768","1370x660","Netherlands",2
"860","Chrome","58.0.3029.110","1366x768","1370x660","United Kingdom",13
"861","Chrome","58.0.3029.110","1366x768","1370x660","United States",1
"862","Chrome","58.0.3029.110","1440x900","1030x730","Belgium",1
"863","Chrome","58.0.3029.110","1440x900","1440x720","United Kingdom",1
"864","Chrome","58.0.3029.110","1440x900","1440x770","United Kingdom",1
"865","Chrome","58.0.3029.110","1440x900","1440x800","United Kingdom",2
"866","Chrome","58.0.3029.110","1536x864","1520x680","United Kingdom",1
"867","Chrome","58.0.3029.110","1536x864","1520x730","United Kingdom",2
"868","Chrome","58.0.3029.110","1536x864","1540x730","United Kingdom",2
"869","Chrome","58.0.3029.110","1536x864","1540x740","United Kingdom",8
"870","Chrome","58.0.3029.110","1536x864","1540x740","United States",1
"871","Chrome","58.0.3029.110","1536x864","1540x750","United Kingdom",1
"872","Chrome","58.0.3029.110","1536x864","1540x760","United Kingdom",3
"873","Chrome","58.0.3029.110","1600x1200","1030x1030","Belgium",1
"874","Chrome","58.0.3029.110","1600x1200","1210x1050","Belgium",1
"875","Chrome","58.0.3029.110","1600x1200","1360x1040","Belgium",2
"876","Chrome","58.0.3029.110","1600x1200","1390x1020","Belgium",4
"877","Chrome","58.0.3029.110","1600x1200","1580x1050","Belgium",1
"878","Chrome","58.0.3029.110","1600x1200","1600x1050","Belgium",2
"879","Chrome","58.0.3029.110","1600x1200","1600x1070","Belgium",49
"880","Chrome","58.0.3029.110","1600x1200","1600x1090","Belgium",64
"881","Chrome","58.0.3029.110","1600x1200","1600x1110","Belgium",3
"882","Chrome","58.0.3029.110","1600x1200","1600x1130","Belgium",3
"883","Chrome","58.0.3029.110","1600x900","1440x730","Canada",1
"884","Chrome","58.0.3029.110","1600x900","1580x770","United Kingdom",2
"885","Chrome","58.0.3029.110","1600x900","1600x750","Canada",5
"886","Chrome","58.0.3029.110","1600x900","1600x780","Australia",1
"887","Chrome","58.0.3029.110","1600x900","1600x790","United Kingdom",1
"888","Chrome","58.0.3029.110","1600x900","1600x830","United Kingdom",2
"889","Chrome","58.0.3029.110","1600x900","1600x830","United States",1
"890","Chrome","58.0.3029.110","1680x1050","1680x860","United States",1
"891","Chrome","58.0.3029.110","1680x1050","1680x880","United States",2
"892","Chrome","58.0.3029.110","1680x1050","1680x920","Netherlands",1
"893","Chrome","58.0.3029.110","1680x1050","1680x920","Norway",3
"894","Chrome","58.0.3029.110","1680x1050","1680x930","United States",11
"895","Chrome","58.0.3029.110","1680x1050","1680x960","United States",5
"896","Chrome","58.0.3029.110","1707x960","1690x810","United Kingdom",3
"897","Chrome","58.0.3029.110","1707x960","1700x760","United Kingdom",1
"898","Chrome","58.0.3029.110","1707x960","1700x810","United Kingdom",4
"899","Chrome","58.0.3029.110","1707x960","1710x830","United Kingdom",5
"900","Chrome","58.0.3029.110","1707x960","1710x860","United Kingdom",1
"901","Chrome","58.0.3029.110","1920x1080","1110x940","United Kingdom",1
"902","Chrome","58.0.3029.110","1920x1080","1250x560","United Kingdom",2
"903","Chrome","58.0.3029.110","1920x1080","1250x760","United Kingdom",2
"904","Chrome","58.0.3029.110","1920x1080","1260x590","United Kingdom",1
"905","Chrome","58.0.3029.110","1920x1080","1270x710","United Kingdom",2
"906","Chrome","58.0.3029.110","1920x1080","1270x720","United Kingdom",1
"907","Chrome","58.0.3029.110","1920x1080","1280x730","United Kingdom",2
"908","Chrome","58.0.3029.110","1920x1080","1300x810","New Zealand",1
"909","Chrome","58.0.3029.110","1920x1080","1310x760","United Kingdom",1
"910","Chrome","58.0.3029.110","1920x1080","1350x610","United States",1
"911","Chrome","58.0.3029.110","1920x1080","1350x640","United Kingdom",1
"912","Chrome","58.0.3029.110","1920x1080","1360x750","United Kingdom",1
"913","Chrome","58.0.3029.110","1920x1080","1410x810","United Kingdom",3
"914","Chrome","58.0.3029.110","1920x1080","1420x820","United Kingdom",1
"915","Chrome","58.0.3029.110","1920x1080","1430x820","United Kingdom",1
"916","Chrome","58.0.3029.110","1920x1080","1440x830","United Kingdom",1
"917","Chrome","58.0.3029.110","1920x1080","1460x590","United Kingdom",1
"918","Chrome","58.0.3029.110","1920x1080","1470x720","United Kingdom",1
"919","Chrome","58.0.3029.110","1920x1080","1510x740","United Kingdom",4
"920","Chrome","58.0.3029.110","1920x1080","1510x870","United Kingdom",1
"921","Chrome","58.0.3029.110","1920x1080","1540x870","United Kingdom",2
"922","Chrome","58.0.3029.110","1920x1080","1560x890","United Kingdom",2
"923","Chrome","58.0.3029.110","1920x1080","1640x730","United Kingdom",1
"924","Chrome","58.0.3029.110","1920x1080","1720x690","United Kingdom",1
"925","Chrome","58.0.3029.110","1920x1080","1840x990","United Kingdom",1
"926","Chrome","58.0.3029.110","1920x1080","1860x990","United Kingdom",14
"927","Chrome","58.0.3029.110","1920x1080","1900x230","United Kingdom",1
"928","Chrome","58.0.3029.110","1920x1080","1900x440","United Kingdom",1
"929","Chrome","58.0.3029.110","1920x1080","1900x560","United Kingdom",2
"930","Chrome","58.0.3029.110","1920x1080","1900x870","United Kingdom",3
"931","Chrome","58.0.3029.110","1920x1080","1900x880","United Kingdom",3
"932","Chrome","58.0.3029.110","1920x1080","1900x900","United Kingdom",1
"933","Chrome","58.0.3029.110","1920x1080","1900x920","United Kingdom",2
"934","Chrome","58.0.3029.110","1920x1080","1900x930","Spain",1
"935","Chrome","58.0.3029.110","1920x1080","1920x1010","United Kingdom",22
"936","Chrome","58.0.3029.110","1920x1080","1920x900","Norway",2
"937","Chrome","58.0.3029.110","1920x1080","1920x900","Taiwan",3
"938","Chrome","58.0.3029.110","1920x1080","1920x900","United Arab Emirates",1
"939","Chrome","58.0.3029.110","1920x1080","1920x900","United Kingdom",31
"940","Chrome","58.0.3029.110","1920x1080","1920x910","Philippines",1
"941","Chrome","58.0.3029.110","1920x1080","1920x910","United Kingdom",3
"942","Chrome","58.0.3029.110","1920x1080","1920x950","Australia",1
"943","Chrome","58.0.3029.110","1920x1080","1920x950","Germany",2
"944","Chrome","58.0.3029.110","1920x1080","1920x950","Norway",19
"945","Chrome","58.0.3029.110","1920x1080","1920x950","Spain",3
"946","Chrome","58.0.3029.110","1920x1080","1920x950","Taiwan",2
"947","Chrome","58.0.3029.110","1920x1080","1920x950","United Kingdom",154
"948","Chrome","58.0.3029.110","1920x1080","1920x950","United States",1
"949","Chrome","58.0.3029.110","1920x1080","1920x960","United Kingdom",16
"950","Chrome","58.0.3029.110","1920x1080","1920x970","Australia",32
"951","Chrome","58.0.3029.110","1920x1080","1920x970","Netherlands",5
"952","Chrome","58.0.3029.110","1920x1080","1920x970","Spain",4
"953","Chrome","58.0.3029.110","1920x1080","1920x970","Taiwan",4
"954","Chrome","58.0.3029.110","1920x1080","1920x970","United Kingdom",36
"955","Chrome","58.0.3029.110","1920x1080","1920x980","United Kingdom",7
"956","Chrome","58.0.3029.110","1920x1080","1940x960","United Kingdom",1
"957","Chrome","58.0.3029.110","1920x1080","960x940","United Kingdom",1
"958","Chrome","58.0.3029.110","2048x1152","2050x970","United Kingdom",6
"959","Chrome","58.0.3029.110","2560x1080","1320x640","Belgium",1
"960","Chrome","58.0.3029.110","2560x1080","1320x640","United States",1
"961","Chrome","58.0.3029.110","2560x1080","1330x530","Belgium",2
"962","Chrome","58.0.3029.110","2560x1080","1330x580","United States",5
"963","Chrome","58.0.3029.110","2560x1080","1340x630","United States",1
"964","Chrome","58.0.3029.110","2560x1080","1350x580","Belgium",1
"965","Chrome","58.0.3029.110","2560x1080","1350x580","United States",1
"966","Chrome","58.0.3029.110","2560x1080","1350x590","United States",4
"967","Chrome","58.0.3029.110","2560x1080","1350x630","Belgium",5
"968","Chrome","58.0.3029.110","2560x1080","1350x630","United States",3
"969","Chrome","58.0.3029.110","2560x1080","1350x640","Belgium",3
"970","Chrome","58.0.3029.110","2560x1080","1350x640","United States",5
"971","Chrome","58.0.3029.110","2560x1080","1360x590","United States",1
"972","Chrome","58.0.3029.110","2560x1080","1500x720","Belgium",1
"973","Chrome","58.0.3029.110","2560x1080","2560x950","United States",1
"974","Chrome","58.0.3029.33","1920x1080","1920x970","Norway",3
"975","Chrome","58.0.3029.81","1280x1024","1030x770","Philippines",2
"976","Chrome","58.0.3029.81","1280x1024","1030x870","Italy",1
"977","Chrome","58.0.3029.81","1280x1024","1080x520","Philippines",1
"978","Chrome","58.0.3029.81","1280x1024","1280x920","Italy",8
"979","Chrome","58.0.3029.81","1280x1024","1280x930","Italy",2
"980","Chrome","58.0.3029.81","1366x768","1370x660","United Kingdom",4
"981","Chrome","58.0.3029.81","1600x900","1420x580","Kenya",4
"982","Chrome","58.0.3029.81","1600x900","1600x720","Kenya",1
"983","Chrome","58.0.3029.81","1600x900","1600x790","Kenya",1
"984","Chrome","58.0.3029.81","1676x943","1680x840","Taiwan",1
"985","Chrome","58.0.3029.81","1680x1050","1680x940","Norway",2
"986","Chrome","58.0.3029.81","1680x1050","1680x960","United States",2
"987","Chrome","58.0.3029.81","1707x960","1630x800","United Kingdom",1
"988","Chrome","58.0.3029.81","1707x960","1700x810","United Kingdom",1
"989","Chrome","58.0.3029.81","1707x960","1710x820","United Kingdom",1
"990","Chrome","58.0.3029.81","1707x960","1710x830","United Kingdom",1
"991","Chrome","58.0.3029.81","1920x1080","1700x890","United States",1
"992","Chrome","58.0.3029.81","1920x1080","1920x900","Spain",2
"993","Chrome","58.0.3029.81","1920x1080","1920x950","Norway",3
"994","Chrome","58.0.3029.81","1920x1080","1920x950","Spain",4
"995","Chrome","58.0.3029.81","1920x1080","1920x950","United Kingdom",3
"996","Chrome","58.0.3029.81","1920x1080","1920x970","Australia",2
"997","Chrome","58.0.3029.81","1920x1080","1920x970","United Kingdom",9
"998","Chrome","58.0.3029.81","1920x1080","1920x980","United Kingdom",3
"999","Chrome","58.0.3029.81","1920x1080","1920x990","South Africa",3
"1000","Chrome","58.0.3029.81","1920x1080","1920x990","Taiwan",2
"1001","Chrome","58.0.3029.81","1920x1080","2470x1320","Norway",1
"1002","Chrome","58.0.3029.81","2560x1080","1900x950","United Kingdom",1
"1003","Chrome","58.0.3029.96","1280x1024","1030x850","Italy",1
"1004","Chrome","58.0.3029.96","1280x1024","1050x480","Italy",1
"1005","Chrome","58.0.3029.96","1280x1024","1120x730","Philippines",2
"1006","Chrome","58.0.3029.96","1280x1024","1260x770","Philippines",5
"1007","Chrome","58.0.3029.96","1280x1024","1260x890","Italy",1
"1008","Chrome","58.0.3029.96","1280x1024","1260x900","Italy",1
"1009","Chrome","58.0.3029.96","1280x1024","1270x720","Philippines",8
"1010","Chrome","58.0.3029.96","1280x1024","1280x880","Philippines",1
"1011","Chrome","58.0.3029.96","1280x1024","1280x920","Italy",15
"1012","Chrome","58.0.3029.96","1280x720","1250x570","United Kingdom",1
"1013","Chrome","58.0.3029.96","1280x720","1280x590","United Kingdom",1
"1014","Chrome","58.0.3029.96","1366x768","1040x610","United Kingdom",1
"1015","Chrome","58.0.3029.96","1366x768","1370x650","United States",1
"1016","Chrome","58.0.3029.96","1366x768","1370x660","United Kingdom",5
"1017","Chrome","58.0.3029.96","1536x864","1540x740","Switzerland",1
"1018","Chrome","58.0.3029.96","1536x960","1540x830","Switzerland",3
"1019","Chrome","58.0.3029.96","1600x900","1580x720","Kenya",2
"1020","Chrome","58.0.3029.96","1600x900","1600x710","Kenya",1
"1021","Chrome","58.0.3029.96","1600x900","1600x720","Kenya",1
"1022","Chrome","58.0.3029.96","1600x900","1600x770","Kenya",37
"1023","Chrome","58.0.3029.96","1680x1050","1680x920","Norway",8
"1024","Chrome","58.0.3029.96","1680x1050","1680x930","United States",1
"1025","Chrome","58.0.3029.96","1680x1050","1680x960","United States",2
"1026","Chrome","58.0.3029.96","1707x960","1690x800","United Kingdom",2
"1027","Chrome","58.0.3029.96","1707x960","1690x810","United Kingdom",1
"1028","Chrome","58.0.3029.96","1707x960","1700x810","United Kingdom",1
"1029","Chrome","58.0.3029.96","1707x960","1710x830","United Kingdom",3
"1030","Chrome","58.0.3029.96","1920x1080","1840x940","United Kingdom",1
"1031","Chrome","58.0.3029.96","1920x1080","1860x940","United Kingdom",1
"1032","Chrome","58.0.3029.96","1920x1080","1900x960","Norway",1
"1033","Chrome","58.0.3029.96","1920x1080","1900x960","Taiwan",1
"1034","Chrome","58.0.3029.96","1920x1080","1920x900","Norway",1
"1035","Chrome","58.0.3029.96","1920x1080","1920x950","Norway",16
"1036","Chrome","58.0.3029.96","1920x1080","1920x950","Spain",1
"1037","Chrome","58.0.3029.96","1920x1080","1920x950","Taiwan",8
"1038","Chrome","58.0.3029.96","1920x1080","1920x950","United Kingdom",17
"1039","Chrome","58.0.3029.96","1920x1080","1920x960","United Kingdom",6
"1040","Chrome","58.0.3029.96","1920x1080","1920x970","Australia",6
"1041","Chrome","58.0.3029.96","1920x1080","1920x970","Netherlands",1
"1042","Chrome","58.0.3029.96","1920x1080","1920x970","Taiwan",4
"1043","Chrome","58.0.3029.96","1920x1080","1920x980","United Kingdom",4
"1044","Chrome","58.0.3029.96","1920x1080","1920x990","Taiwan",1
"1045","Chrome","58.0.3029.96","1920x1200","1920x1070","Switzerland",1
"1046","Chrome","59.0.3071.104","1707x960","1530x710","United Kingdom",1
"1047","Chrome","59.0.3071.104","1920x1080","1920x970","Norway",1
"1048","Chrome","59.0.3071.104","1920x1080","1920x980","United Kingdom",1
"1049","Chrome","59.0.3071.109","1280x1024","1260x810","Italy",2
"1050","Chrome","59.0.3071.109","1280x1024","1280x880","Philippines",3
"1051","Chrome","59.0.3071.109","1280x1024","1280x890","Italy",1
"1052","Chrome","59.0.3071.109","1280x1024","1280x910","Australia",3
"1053","Chrome","59.0.3071.109","1280x1024","1280x930","Australia",6
"1054","Chrome","59.0.3071.109","1600x900","1600x780","Australia",2
"1055","Chrome","59.0.3071.109","1600x900","1600x810","Australia",2
"1056","Chrome","59.0.3071.109","1707x960","1690x750","United Kingdom",1
"1057","Chrome","59.0.3071.109","1902x944","1900x830","Australia",1
"1058","Chrome","59.0.3071.109","1920x1080","1640x790","Spain",1
"1059","Chrome","59.0.3071.109","1920x1080","1920x950","United Kingdom",3
"1060","Chrome","59.0.3071.109","1920x1080","1920x980","United Kingdom",1
"1061","Chrome","59.0.3071.115","1024x768","1020x620","United Kingdom",1
"1062","Chrome","59.0.3071.115","1280x1024","1000x790","Italy",1
"1063","Chrome","59.0.3071.115","1280x1024","1030x600","Italy",1
"1064","Chrome","59.0.3071.115","1280x1024","1030x850","Italy",1
"1065","Chrome","59.0.3071.115","1280x1024","1060x850","Italy",1
"1066","Chrome","59.0.3071.115","1280x1024","1060x870","Italy",1
"1067","Chrome","59.0.3071.115","1280x1024","1130x860","Italy",7
"1068","Chrome","59.0.3071.115","1280x1024","1150x860","Italy",1
"1069","Chrome","59.0.3071.115","1280x1024","1220x520","Italy",1
"1070","Chrome","59.0.3071.115","1280x1024","1230x640","Italy",1
"1071","Chrome","59.0.3071.115","1280x1024","1260x790","Italy",3
"1072","Chrome","59.0.3071.115","1280x1024","1260x810","Italy",2
"1073","Chrome","59.0.3071.115","1280x1024","1260x850","Italy",1
"1074","Chrome","59.0.3071.115","1280x1024","1260x880","Italy",3
"1075","Chrome","59.0.3071.115","1280x1024","1260x900","Italy",9
"1076","Chrome","59.0.3071.115","1280x1024","1280x840","Philippines",1
"1077","Chrome","59.0.3071.115","1280x1024","1280x850","Philippines",3
"1078","Chrome","59.0.3071.115","1280x1024","1280x890","Italy",8
"1079","Chrome","59.0.3071.115","1280x1024","1280x890","United Kingdom",1
"1080","Chrome","59.0.3071.115","1280x1024","1280x920","Italy",26
"1081","Chrome","59.0.3071.115","1280x1024","1280x930","Italy",2
"1082","Chrome","59.0.3071.115","1280x1024","1550x530","Philippines",1
"1083","Chrome","59.0.3071.115","1280x1024","1570x840","Philippines",1
"1084","Chrome","59.0.3071.115","1280x1024","1600x1100","Philippines",2
"1085","Chrome","59.0.3071.115","1280x1024","910x710","Italy",1
"1086","Chrome","59.0.3071.115","1280x1024","960x910","Italy",1
"1087","Chrome","59.0.3071.115","1280x1024","970x870","Italy",2
"1088","Chrome","59.0.3071.115","1280x1024","990x770","Italy",1
"1089","Chrome","59.0.3071.115","1280x1024","990x820","Italy",1
"1090","Chrome","59.0.3071.115","1280x720","1250x560","United Kingdom",4
"1091","Chrome","59.0.3071.115","1280x720","1260x540","United Kingdom",1
"1092","Chrome","59.0.3071.115","1280x720","1260x570","United Kingdom",1
"1093","Chrome","59.0.3071.115","1280x720","1270x590","United Kingdom",4
"1094","Chrome","59.0.3071.115","1280x720","1280x590","United Kingdom",5
"1095","Chrome","59.0.3071.115","1280x720","1280x610","United Kingdom",9
"1096","Chrome","59.0.3071.115","1280x720","1280x620","United Kingdom",8
"1097","Chrome","59.0.3071.115","1364x768","1360x630","Israel",2
"1098","Chrome","59.0.3071.115","1366x768","1140x610","Philippines",3
"1099","Chrome","59.0.3071.115","1366x768","1300x650","Philippines",3
"1100","Chrome","59.0.3071.115","1366x768","1300x700","Philippines",18
"1101","Chrome","59.0.3071.115","1366x768","1350x610","United Kingdom",2
"1102","Chrome","59.0.3071.115","1366x768","1350x640","United Kingdom",4
"1103","Chrome","59.0.3071.115","1366x768","1350x650","United States",1
"1104","Chrome","59.0.3071.115","1366x768","1370x640","France",2
"1105","Chrome","59.0.3071.115","1366x768","1370x640","India",1
"1106","Chrome","59.0.3071.115","1366x768","1370x640","Israel",1
"1107","Chrome","59.0.3071.115","1366x768","1370x640","United Kingdom",15
"1108","Chrome","59.0.3071.115","1366x768","1370x650","United States",1
"1109","Chrome","59.0.3071.115","1366x768","1370x660","United Kingdom",12
"1110","Chrome","59.0.3071.115","1366x768","1370x670","Philippines",3
"1111","Chrome","59.0.3071.115","1366x768","1370x700","Philippines",1
"1112","Chrome","59.0.3071.115","1368x912","1370x780","France",5
"1113","Chrome","59.0.3071.115","1368x912","940x380","France",6
"1114","Chrome","59.0.3071.115","1440x900","1120x720","United Kingdom",1
"1115","Chrome","59.0.3071.115","1440x900","1440x720","United Kingdom",5
"1116","Chrome","59.0.3071.115","1440x900","1440x740","United Kingdom",1
"1117","Chrome","59.0.3071.115","1440x900","1440x770","United Kingdom",9
"1118","Chrome","59.0.3071.115","1440x900","1440x800","United Kingdom",28
"1119","Chrome","59.0.3071.115","1440x900","1920x980","United Kingdom",6
"1120","Chrome","59.0.3071.115","1440x900","970x700","United Kingdom",2
"1121","Chrome","59.0.3071.115","1440x960","1430x810","France",3
"1122","Chrome","59.0.3071.115","1440x960","1440x820","France",2
